categoria,competicion,grupo,jornada,fecha,hora,estadio,superficie,árbitro,equipo_local,equipo_visitante,goles_local,goles_visitante,resultado,link_acta
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,28,27-04-2025,18:00,A Devesiña - Recesende,Tierra,"COSTA CAROU, OSCAR",S.D.C. RECESENDE,A.C.U.D. CAMPORRAPADO,1,0,1-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187164&cod_acta=1187164
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,28,27-04-2025,17:00,Reboredo- Arca- O Pino,Hierba Artificial,"CASTRO SANMARTIN, SEBASTIAN",SOCIEDADE DEPORTIVA O PINO,C.D.BELVIS,4,2,4-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187165&cod_acta=1187165
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,28,26-04-2025,19:00,Mcpal. Manuel Regueiro - Antiguo Figueroa,Hierba Artificial,"FUENTES GARCIA, IAGO",C.D. SPORT TEAM ESTRADA,U.D. VAL DO ULLA,6,0,6-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187166&cod_acta=1187166
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,29,04-05-2025,18:30,O Xeixo - Trazo,Hierba Natural,"FONTES MOSQUEIRA, XESUS",TRAZO C.F.,U.D. VAL DO ULLA,2,2,2-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187167&cod_acta=1187167
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,29,04-05-2025,18:00,A Tilleira - Dubra,Hierba Artificial,"REGO RODRIGUEZ, JOSE LUIS",S.D. DUBRA B,S.D. VILLESTRO,0,0,0-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187168&cod_acta=1187168
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,29,04-05-2025,20:00,Mpal Do Camballón,Hierba Artificial,"TABOADA DOVAL, DAVID",S.D. CRUCES,C.D. SAN MAMED,0,1,0-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187169&cod_acta=1187169
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,29,04-05-2025,19:00,A Cañoteira - Cacheiras-Antigo Ignacio,Hierba Artificial,"GARCIA IGLESIAS, BRAIS",S.D. CACHEIRAS,C.F. CIRE DE MELIDE,0,2,0-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187170&cod_acta=1187170
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,29,04-05-2025,18:00,Outeiriño,Hierba Artificial,"CASTRO SANMARTIN, SEBASTIAN",C.F. SILLEDA,RODEIRO C.F.,3,2,3-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187171&cod_acta=1187171
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,29,04-05-2025,18:30,Mularedos,Hierba Natural,"ENRIQUEZ PEREIRO, OSCAR",LAMELA C.F.,S.D.C. RECESENDE,7,6,7-6,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187172&cod_acta=1187172
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,29,04-05-2025,16:30,O Forte-Boqueixón,Hierba Artificial,"GAY CASAL, JAVIER",A.C.U.D. CAMPORRAPADO,SOCIEDADE DEPORTIVA O PINO,0,3,0-3,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187173&cod_acta=1187173
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,29,04-05-2025,16:30,Campo de Fútbol Municipal As Cancelas,Hierba Artificial,"MIGUENS SANTIAGO, SERGIO",C.D.BELVIS,C.D. SPORT TEAM ESTRADA,1,4,1-4,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187174&cod_acta=1187174
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,30,11-05-2025,19:00,Suso Conde,Hierba Artificial,"PITA REY, JOSE LUIS",S.D. VILLESTRO,TRAZO C.F.,1,2,1-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187175&cod_acta=1187175
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,30,11-05-2025,19:00,San Mamed,Hierba Artificial,"GAY CASAL, JAVIER",C.D. SAN MAMED,S.D. DUBRA B,0,2,0-2,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187176&cod_acta=1187176
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,30,11-05-2025,19:00,Campo Municipal Jesús Carlos Pampin Rua,Hierba Artificial,"GIL CALDELAS, SAMUEL",C.F. CIRE DE MELIDE,S.D. CRUCES,3,1,3-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187177&cod_acta=1187177
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,30,09-05-2025,20:45,A Raña - Rodeiro,Hierba Artificial,"LAYA LOLO, XOEL",RODEIRO C.F.,S.D. CACHEIRAS,1,1,1-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187178&cod_acta=1187178
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,30,11-05-2025,12:00,A Devesiña - Recesende,Tierra,"LOMBAO GONZALEZ, IAGO",S.D.C. RECESENDE,C.F. SILLEDA,2,3,2-3,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187179&cod_acta=1187179
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,30,11-05-2025,16:00,Reboredo- Arca- O Pino,Hierba Artificial,"HERNANDEZ GIADANS, AGUSTIN",SOCIEDADE DEPORTIVA O PINO,LAMELA C.F.,5,1,5-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187180&cod_acta=1187180
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,30,11-05-2025,19:00,Mcpal. Manuel Regueiro - Antiguo Figueroa,Hierba Artificial,"REBOREDO RIADIGOS, JOSE LUIS",C.D. SPORT TEAM ESTRADA,A.C.U.D. CAMPORRAPADO,5,0,5-0,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187181&cod_acta=1187181
SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,30,11-05-2025,19:00,O Coto - Val Do Ulla,Hierba Artificial,"SOTO PEREZ, SECUNDINO",U.D. VAL DO ULLA,C.D.BELVIS,4,1,4-1,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187182&cod_acta=1187182
