jugador_entra,jugador_sale,minuto,equipo,cod_acta
"RODRIGUEZ TABOADA, SAMUEL","JAR PENIDO, ALVARO",64,C.F. SILLEDA,1187065
"CURINI RODRÍGUEZ, ROBERTO","PICANS REY, HUGO",69,C.F. SILLEDA,1187065
"PORTOS VILLAR, BORJA","GARCIA SENRA, DIEGO",46,SOCIEDADE DEPORTIVA O PINO,1187065
"VARELA SOUTO, OSCAR","CEREIJO IGLESIAS, ALBERTO L",46,SOCIEDADE DEPORTIVA O PINO,1187065
"MALLO DUBRA, ALEJANDRO","VARELA LODEIRO, GABRIEL",46,SOCIEDADE DEPORTIVA O PINO,1187065
"CARRIL CARREIRA, RAFAEL","CANABAL CASTRO, ISMAEL",69,SOCIEDADE DEPORTIVA O PINO,1187065
"ROMERO DURO, SANDRO","OTERO MATEOS, PABLO",75,S.D. CACHEIRAS,1187066
"BAUTISTA SANDOVAL, EMIL DANIEL","CARBALLAL MONTEAGUDO, SAUL",87,S.D. CACHEIRAS,1187066
"MOIMENTA MOHAMMED, MIGUEL","TEMBRA SOUTO, SANTIAGO",68,S.D.C. RECESENDE,1187066
"CALVO CUTRIN, RAUL","GARCIA DURAN, RUBEN",77,S.D.C. RECESENDE,1187066
"MOSQUERA GARRIDO, DIEGO","MARTINS TERRON, WAGNER RONALDO",81,S.D.C. RECESENDE,1187066
"SANTISO TORREIRO, RICARDO","FAILDE FIESTRAS, ALEJANDRO",46,S.D. CRUCES,1187067
"GRANJA HERMIDA, JESUS ANTONIO","OTERO IGLESIAS, OSCAR",65,S.D. CRUCES,1187067
"SANTISO PENAS, MANUEL","LOPEZ REY, LEO",69,S.D. CRUCES,1187067
"FERNANDEZ REBOREDO, JUAN","(90+1') LYAGOUBI, MOHAMED AMINE",0,S.D. CRUCES,1187067
"CANGADO VILLAMARIN, CARLOS","LAMAZARES CASERO, ALBERTO",62,RODEIRO C.F.,1187067
"BARREIRO TURNES, MOISES","ROMERO MONTOUTO, PABLO",85,RODEIRO C.F.,1187067
"NIETO GARCIA, BRAIS","VÁZQUEZ FERNÁNDEZ, ROBERTO",64,S.D. DUBRA B,1187068
"CASTRELO FERNANDEZ, MIGUEL","MONTERROSO GOMEZ, SERGIO",60,C.F. CIRE DE MELIDE,1187068
"PAMPIN NOGUEROL, DANIEL","RODRIGUEZ RODRIGUEZ, JACOBO",68,C.F. CIRE DE MELIDE,1187068
"MELLID MONTERROSO, MARTIN","GARCIA COSTOYA, JORGE",80,C.F. CIRE DE MELIDE,1187068
"RIVADULLA FOCIÑOS, MARCOS","PEREIRO SANCHEZ, DAVID",80,C.F. CIRE DE MELIDE,1187068
"POSE ANTELO, ALVARO","NIETO GESTO, CARLOS",67,TRAZO C.F.,1187069
"CEBEY DE LA TORRE, MANUEL","BERMUDEZ CID, CARLOS",67,TRAZO C.F.,1187069
"EZERROUGUY, MOHAMED SAID","GARABATO RUIBAL, ANGEL",67,TRAZO C.F.,1187069
"FERREIRA PARENTE, RAUL","BOVEDA TOSAR, ANDRE",74,TRAZO C.F.,1187069
"CASTRO OTERO, SAMUEL","GOMEZ FERNANDEZ, SIMON",87,TRAZO C.F.,1187069
"LADO CASTRO, BRAIS","CHAS BROCOS, IAGO SENEN",59,C.D. SAN MAMED,1187069
"FIGUEIRAS PORTELA, FERNANDO","RODRIGUEZ GONZALEZ, YAGO",45,S.D. VILLESTRO,1187070
"PEREZ RIO, VICTOR","VIDAL LOSA, ROBERTO",60,S.D. VILLESTRO,1187070
"BERMUDEZ MALLO, ADEL","LORENZO GARRIDO, JORGE",73,S.D. VILLESTRO,1187070
"VILLA MARIÑO, SERGIO","DOS SANTOS MARQUES, ALEANDRO",77,S.D. VILLESTRO,1187070
"CANICOBA BERNARDEZ, BRAIS","BESADA REY, NICOLAS",57,U.D. VAL DO ULLA,1187070
"CERDEIRA OTERO, ANDRE","RODRIGUEZ NUÑEZ, XABIER",57,U.D. VAL DO ULLA,1187070
"DIEGUEZ LOUREIRO, RAMIRO","TAIBO MERA, FRANCISCO",73,U.D. VAL DO ULLA,1187070
"LANDEIRA GANDARA, FRANCISCO","CALVIÑO IGLESIAS, PABLO",73,U.D. VAL DO ULLA,1187070
"LANDEIRA GANDARA, FRANCISCO","BESADA REY, NICOLAS",62,U.D. VAL DO ULLA,1272370
"RAMOS CERNADAS, FRANCISCO J","RODRIGUEZ NUÑEZ, XABIER",62,U.D. VAL DO ULLA,1272370
"CERDEIRA OTERO, ANDRE","CALVIÑO IGLESIAS, PABLO",62,U.D. VAL DO ULLA,1272370
"PAZ CARRACEDO, ANXO","CASAL REBOLO, PEDRO J",75,U.D. VAL DO ULLA,1272370
"TAIBO MERA, FRANCISCO","CANICOBA BERNARDEZ, BRAIS",75,U.D. VAL DO ULLA,1272370
"GARCÍA CASAL, SANTIAGO","LOPEZ CANICOBA, FABIAN",52,A.C.U.D. CAMPORRAPADO,1272370
"GUERRERO NIEVES, FRANCISCO J","VIEITES BOUZON, MARTIN",67,A.C.U.D. CAMPORRAPADO,1272370
"PAJARO BARRAN, DANIEL","VEIGA ROSENDE, IAGO",67,A.C.U.D. CAMPORRAPADO,1272370
"TABOADA SEIJO, ALEJANDRO","PARADA CASTIÑEIRAS, OSCAR",82,A.C.U.D. CAMPORRAPADO,1272370
"MIGUEZ MEIJOMIL, MIGUEL","FERNANDEZ PEREZ, JESUS DE BELEN",54,C.D.BELVIS,1272366
"IGLESIAS QUINTEIRO, JOSE RAMON","SANTIAGO RIVAS, MARIO",54,C.D.BELVIS,1272366
"GUTIERREZ VAZQUEZ, EDUARDO","RODRIGUEZ VILAS, BRAIS",74,C.D.BELVIS,1272366
"FARIÑAS FREIRE, OSCAR","FRANCOS CREGO, JULIAN",74,C.D.BELVIS,1272366
"AGUIAR RODRIGUEZ, JULIAN","ABONJO BOUZAS, ALEJANDRO",46,LAMELA C.F.,1272366
"GARCIA REY, ALEJANDRO","GARCIA CARRERA, MANUEL",67,LAMELA C.F.,1272366
"CANABAL DE LA FUENTE, CRISTIAN","RIVEIRA MURCIA, HUGO",67,LAMELA C.F.,1272366
"LUGO PADIN, ESTEBAN","RODRIGUEZ FARIÑA, ALEJANDRO",86,LAMELA C.F.,1272366
"PORTELA RIVAS, XIAO","(90'+2) ESPIÑO CUIÑA, LOIS",0,LAMELA C.F.,1272366
"BARRUSO ARIAS, HUGO","IGLESIAS PALLAS, FERNANDO",58,C.D. SPORT TEAM ESTRADA,1272369
"MIGUEZ VIDAL, DANIEL","FIGUEIRAS GARCIA, PAULO",58,C.D. SPORT TEAM ESTRADA,1272369
"ULLA COSTA, RICARDO","LOPEZ PEDREIRA, SERGIO",81,C.D. SPORT TEAM ESTRADA,1272369
"RIVADULLA QUINTAS, LUIS MIGUEL","GOMEZ CORA, ADRIAN",88,C.D. SPORT TEAM ESTRADA,1272369
"ALONSO GIL, GUILLERMO","RIOS CRESPO, ESTEBAN",41,C.F. SILLEDA,1272369
"PEREZ FERNANDEZ, NUNO","FERREIRO ESPANTOSO, DIEGO",71,C.F. SILLEDA,1272369
"PEÑA PENALTA, IKER","RIELO COUSO, HUGO",71,C.F. SILLEDA,1272369
"FARIÑAS LOPEZ, ALEJANDRO","GOMES DA FONSECA, RODRIGO",52,SOCIEDADE DEPORTIVA O PINO,1272373
"VEIGA MENDEZ, DARIO","RIAL CHICO, DANIEL",76,SOCIEDADE DEPORTIVA O PINO,1272373
"ROMERO DURO, SANDRO","OTERO MATEOS, PABLO",67,S.D. CACHEIRAS,1272373
"JIMENEZ BERTUA, FRANCISCO J","DA CONCEICAO ANTUNES, FELIPE MATHEUS",77,S.D. CACHEIRAS,1272373
"FERNANDEZ NOGUEIRA, MANUEL","VAAMONDE CALVIÑO, MANUEL",88,S.D. CACHEIRAS,1272373
"VILAS CONSTANTINO, ADRIAN","MOIMENTA MOHAMMED, MIGUEL",45,S.D.C. RECESENDE,1272372
"CEPEDA MENDOZA, ALEJANDRO","NOYA GOMEZ, DANIEL",59,S.D.C. RECESENDE,1272372
"GARCIA DURAN, RUBEN","JIMÉNEZ ALBARRAN, SERGIO",85,S.D.C. RECESENDE,1272372
"LAREO GARCIA, PABLO","LYAGOUBI, MOHAMED AMINE",81,S.D. CRUCES,1272372
"CORBAL CANGADO, BENITO","LOPEZ REY, LEO",89,S.D. CRUCES,1272372
"LÓPEZ GONZÁLEZ, IGNACIO","PENELA MONTOTO, CRISTIAN",82,RODEIRO C.F.,1272367
"LÓPEZ MÉNDEZ, MARCOS","CANGADO VILLAMARIN, CARLOS",89,RODEIRO C.F.,1272367
"DUBRA LORENZO, ALEJANDRO","BALEATO DOMINGUEZ, MARCO",46,S.D. DUBRA B,1272367
"LIÑARES NOYA, FABIAN","RODRIGUEZ LANDEIRA, SERGIO J",46,S.D. DUBRA B,1272367
"MELLID MONTERROSO, MARTIN","RIVADULLA FOCIÑOS, MARCOS",66,C.F. CIRE DE MELIDE,1272371
"RODRIGUEZ RODRIGUEZ, JACOBO","VAZQUEZ RAMOS, OMAR A",75,C.F. CIRE DE MELIDE,1272371
"SESTO MOSQUERA, ANXO","GARCIA COSTOYA, JORGE",75,C.F. CIRE DE MELIDE,1272371
"CONDE CASTRO, BRUNO","VAZQUEZ NOVAS, MANUEL",80,C.F. CIRE DE MELIDE,1272371
"PRADO VAZQUEZ, XIAN","PEREIRO SANCHEZ, DAVID",80,C.F. CIRE DE MELIDE,1272371
"BECERRA VARELA, ESTEBAN","NIETO GESTO, CARLOS",46,TRAZO C.F.,1272371
"ARIAS GARCIA, SERGIO","ARES BRENLLA, ALVARO",55,TRAZO C.F.,1272371
"FERREIRA PARENTE, RAUL","CEBEY DE LA TORRE, MANUEL",65,TRAZO C.F.,1272371
"CASTRO OTERO, SAMUEL","MARTINEZ DE SANTIAGO, DIEGO",80,TRAZO C.F.,1272371
"SANCHEZ CASTRO, SAMUEL","POSE ANTELO, ALVARO",80,TRAZO C.F.,1272371
"GARCIA FERNANDEZ, SERGIO","VILA IGLESIAS, JORDAN",67,C.D. SAN MAMED,1272368
"CANABAL PARADA, RUBEN","SENDE MALLO, DIEGO",71,C.D. SAN MAMED,1272368
"VIDAL VALES, BORJA","BERMUDEZ MALLO, ADEL",60,S.D. VILLESTRO,1272368
"LLOVO MATO, ALVARO","DOS SANTOS MARQUES, ALEANDRO",67,S.D. VILLESTRO,1272368
"CAMARA , BAKARI","LORENZO GARRIDO, JORGE",82,S.D. VILLESTRO,1272368
"DOVAL GARCIA, ION","LÓPEZ PÉREZ, ALBERTO",58,LAMELA C.F.,1187079
"AGUIAR RODRIGUEZ, JULIAN","ABONJO BOUZAS, ALEJANDRO",58,LAMELA C.F.,1187079
"GARCIA REY, ALEJANDRO","ESPIÑO CUIÑA, LOIS",58,LAMELA C.F.,1187079
"GOMEZ SANTISO, ALEJANDRO","SANIN CARBIA, ALBERTO",61,LAMELA C.F.,1187079
"PORTELA RIVAS, XIAO","RIVEIRA MURCIA, HUGO",67,LAMELA C.F.,1187079
"MILLAN OCAMPO, JOSE ANTONIO","PEREIRAS PEREIRO, RAFAEL",61,A.C.U.D. CAMPORRAPADO,1187079
"SANMARTIN LAREO, MANUEL ANGEL","VIEITES BOUZON, MARTIN",70,A.C.U.D. CAMPORRAPADO,1187079
"GUERRERO NIEVES, FRANCISCO J","GARCÍA CASAL, SANTIAGO",70,A.C.U.D. CAMPORRAPADO,1187079
"TABOADA SEIJO, ALEJANDRO","VILLAR MELLA, ROI",75,A.C.U.D. CAMPORRAPADO,1187079
"PAJARO BARRAN, DANIEL","MÍGUEZ SANMARTÍN, MIGUEL",75,A.C.U.D. CAMPORRAPADO,1187079
"CASAL VAZQUEZ, ANXO","FERNÁNDEZ GARCÍA, RUBÉN",60,C.F. SILLEDA,1187080
"RIELO COUSO, HUGO","ESPANTOSO LAMAS, RICARDO",60,C.F. SILLEDA,1187080
"CURINI RODRÍGUEZ, ROBERTO","NUÑEZ GONZALEZ, MIGUEL",78,C.F. SILLEDA,1187080
"FERREIRO ESPANTOSO, DIEGO","PICANS REY, HUGO",78,C.F. SILLEDA,1187080
"DERKAOUI BOUH, AYOUB","CAMBEIRO COSTA, AIRAS",90,C.F. SILLEDA,1187080
"FERNANDEZ PEREZ, JESUS DE BELEN","FARIÑAS FREIRE, OSCAR",70,C.D.BELVIS,1187080
"RODRIGUEZ VILAS, BRAIS","IGLESIAS QUINTEIRO, JOSE RAMON",78,C.D.BELVIS,1187080
"OTERO MATEOS, PABLO","ROMERO DURO, SANDRO",62,S.D. CACHEIRAS,1187081
"FERNANDEZ NOGUEIRA, MANUEL","DA CONCEICAO ANTUNES, FELIPE MATHEUS",67,S.D. CACHEIRAS,1187081
"DOSUNA SOUTO, BRAIS","CARBALLAL MONTEAGUDO, SAUL",82,S.D. CACHEIRAS,1187081
"BARRUSO ARIAS, HUGO","GOMEZ LOPEZ, EZEQUIEL",63,C.D. SPORT TEAM ESTRADA,1187081
"IGLESIAS PALLAS, FERNANDO","VARELA MIRANDA, MATEO",78,C.D. SPORT TEAM ESTRADA,1187081
"GOMEZ CORA, ADRIAN","FIGUEIRAS GARCIA, PAULO",78,C.D. SPORT TEAM ESTRADA,1187081
"MIGUEZ VIDAL, DANIEL","FORTES OTERO, RAFAEL",84,C.D. SPORT TEAM ESTRADA,1187081
"LYAGOUBI, MOHAMED AMINE","SANTISO PENAS, MANUEL",70,S.D. CRUCES,1187082
"FERNANDEZ REBOREDO, JUAN","OTERO IGLESIAS, OSCAR",80,S.D. CRUCES,1187082
"SANTISO TORREIRO, RICARDO","KHALLOUK EL AMRANI, MOHAMED",80,S.D. CRUCES,1187082
"CANGAS COSTA, DIEGO","LOPEZ REY, LEO",89,S.D. CRUCES,1187082
"GONZALEZ SANCHEZ, ALEJANDRO","JACOME AMARANTE, IVAN",89,S.D. CRUCES,1187082
"FUENTES PARRA, DANIEL","SAINZ TRESGUERRAS, JESUS FERNANDO",53,SOCIEDADE DEPORTIVA O PINO,1187082
"CARRIL CARREIRA, RAFAEL","VILLAR VILLAR, IVAN",53,SOCIEDADE DEPORTIVA O PINO,1187082
"GARCIA SENRA, DIEGO","PORTOS VILLAR, BORJA",68,SOCIEDADE DEPORTIVA O PINO,1187082
"GOMES DA FONSECA, RODRIGO","MALLO DUBRA, ALEJANDRO",68,SOCIEDADE DEPORTIVA O PINO,1187082
"RIAL CHICO, DANIEL","CANABAL CASTRO, ISMAEL",77,SOCIEDADE DEPORTIVA O PINO,1187082
"NIETO GARCIA, BRAIS","CERNADAS NOYA, LUCAS",68,S.D. DUBRA B,1187083
"VÁZQUEZ FERNÁNDEZ, ROBERTO","FORJAN GARCIA, ADRIAN",78,S.D. DUBRA B,1187083
"GARCIA DURAN, RUBEN","CALVO CUTRIN, RAUL",73,S.D.C. RECESENDE,1187083
"NUÑEZ BARRAL, DAVID","(90'+2) NOYA GOMEZ, DANIEL",0,S.D.C. RECESENDE,1187083
"CELA LOPEZ, LUIS","CEBEY DE LA TORRE, MANUEL",58,TRAZO C.F.,1187084
"CASTRO OTERO, SAMUEL","POSE ANTELO, ALVARO",58,TRAZO C.F.,1187084
"CERQUEIRO LISTE, JUAN","CASTIÑEIRAS PICHEL, ALBERTO",63,TRAZO C.F.,1187084
"LAMAZARES CASERO, ALBERTO","IGLESIAS VILARIñO, SANTIAGO",19,RODEIRO C.F.,1187084
"LÓPEZ GONZÁLEZ, IGNACIO","(90'+1) GARCIA VENCE, JOSE MANUEL",0,RODEIRO C.F.,1187084
"CASTRO MOAR, BRAIS","PEREZ RIO, VICTOR",46,S.D. VILLESTRO,1187085
"DE SOUSA OLIVEIRA, THIAGO","RODRIGUEZ GONZALEZ, YAGO",63,S.D. VILLESTRO,1187085
"PEROL SEOANE, MICHAEL","FIGUEIRAS PORTELA, FERNANDO",72,S.D. VILLESTRO,1187085
"BRITO GUZMAN, ALVARO","LORENZO GARRIDO, JORGE",76,S.D. VILLESTRO,1187085
"VAZQUEZ NOVAS, MANUEL","RODRIGUEZ RODRIGUEZ, JACOBO",61,C.F. CIRE DE MELIDE,1187085
"PAMPIN NOGUEROL, DANIEL","MOSTEIRO GOMEZ, ADRIAN",70,C.F. CIRE DE MELIDE,1187085
"CHAS BROCOS, IAGO SENEN","MACEIRA MATO, ALFONSO",58,C.D. SAN MAMED,1187086
"PICALLO CAO, GONZALO","GRANATA LOPEZ, DANIEL",58,C.D. SAN MAMED,1187086
"SOUTO RIAL, JOSE","LOUZAO FERNANDEZ, MANUEL",58,C.D. SAN MAMED,1187086
"GARCIA FERNANDEZ, SERGIO","BESTEIRO SAEZ, JAVIER",67,C.D. SAN MAMED,1187086
"SANJUAS CASAL, SERGIO","CASAL REBOLO, PEDRO J",65,U.D. VAL DO ULLA,1187086
"RODRIGUEZ NUÑEZ, XABIER","CANICOBA BERNARDEZ, BRAIS",65,U.D. VAL DO ULLA,1187086
"DIEGUEZ LOUREIRO, RAMIRO","CALVIÑO IGLESIAS, PABLO",80,U.D. VAL DO ULLA,1187086
"LANDEIRA GANDARA, FRANCISCO","BESADA REY, NICOLAS",89,U.D. VAL DO ULLA,1187086
"MERA SOUTO, ALEJANDRO","FREIRIA LOPEZ, JORGE",89,U.D. VAL DO ULLA,1187086
"PAZ CARRACEDO, ANXO","DIEGUEZ LOUREIRO, RAMIRO",65,U.D. VAL DO ULLA,1187087
"CERDEIRA OTERO, ANDRE","RODRIGUEZ NUÑEZ, XABIER",77,U.D. VAL DO ULLA,1187087
"LANDEIRA GANDARA, FRANCISCO","CANICOBA BERNARDEZ, BRAIS",77,U.D. VAL DO ULLA,1187087
"GOMEZ SANTISO, ALEJANDRO","PEITEADO MOLEDO, SERGIO",66,LAMELA C.F.,1187087
"PORTELA RIVAS, XIAO","ABONJO BOUZAS, ALEJANDRO",79,LAMELA C.F.,1187087
"CANABAL DE LA FUENTE, CRISTIAN","ESPIÑO CUIÑA, LOIS",79,LAMELA C.F.,1187087
"EIRIZ MIGUEZ, FRANCISCO A","AGUIAR RODRIGUEZ, JULIAN",85,LAMELA C.F.,1187087
"PEREIRAS PEREIRO, RAFAEL","CARRO MAREQUE, JUAN JOSE",73,A.C.U.D. CAMPORRAPADO,1187088
"SANMARTIN LAREO, MANUEL ANGEL","VEIGA ROSENDE, IAGO",73,A.C.U.D. CAMPORRAPADO,1187088
"GUERRERO NIEVES, FRANCISCO J","MILLAN OCAMPO, JOSE ANTONIO",78,A.C.U.D. CAMPORRAPADO,1187088
"TABOADA SEIJO, ALEJANDRO","GARCIA CASAL, IVAN",78,A.C.U.D. CAMPORRAPADO,1187088
"NASTUTA, SILVIU CARLOS","RIOS CRESPO, ESTEBAN",46,C.F. SILLEDA,1187088
"PEÑA PENALTA, IKER","FERREIRO ESPANTOSO, DIEGO",75,C.F. SILLEDA,1187088
"CURINI RODRÍGUEZ, ROBERTO","RIELO COUSO, HUGO",78,C.F. SILLEDA,1187088
"VAZQUEZ POMAR, MARCOS","IGLESIAS QUINTEIRO, JOSE RAMON",56,C.D.BELVIS,1187089
"SANTIAGO RIVAS, MARIO","RUZA VAZQUEZ, BRAIS",72,C.D.BELVIS,1187089
"ROMERO DURO, SANDRO","DA CONCEICAO ANTUNES, FELIPE MATHEUS",13,S.D. CACHEIRAS,1187089
"FARIÑA BRAVO, ADRIAN","OTERO MATEOS, PABLO",26,S.D. CACHEIRAS,1187089
"SOUTO BUJAN, JULIO","ROMERO DURO, SANDRO",83,S.D. CACHEIRAS,1187089
"GOMEZ CORA, ADRIAN","GOMEZ LOPEZ, EZEQUIEL",52,C.D. SPORT TEAM ESTRADA,1187090
"RIVEIRA DA COSTA, MARTIN","CERVIÑO CARRACEDO, ANDRES",73,C.D. SPORT TEAM ESTRADA,1187090
"FERNÁNDEZ RIVAS, MARTÍN","FORTES OTERO, RAFAEL",79,C.D. SPORT TEAM ESTRADA,1187090
"RIVADULLA QUINTAS, LUIS MIGUEL","MIGUEZ VIDAL, DANIEL",79,C.D. SPORT TEAM ESTRADA,1187090
"SANMARTIN GARCIA, MARCOS","LYAGOUBI, MOHAMED AMINE",59,S.D. CRUCES,1187090
"NUÑEZ RIO, PABLO","FERNANDEZ REBOREDO, JUAN",69,S.D. CRUCES,1187090
"CANGAS COSTA, DIEGO","KHALLOUK EL AMRANI, MOHAMED",69,S.D. CRUCES,1187090
"SOTO PARCERO, DANIEL","GRANJA HERMIDA, JESUS ANTONIO",85,S.D. CRUCES,1187090
"GOMES DA FONSECA, RODRIGO","VILLAR VILLAR, IVAN",54,SOCIEDADE DEPORTIVA O PINO,1187091
"FARIÑAS LOPEZ, ALEJANDRO","MALLO DUBRA, ALEJANDRO",54,SOCIEDADE DEPORTIVA O PINO,1187091
"LAREO MERA, LUCAS","PORTOS VILLAR, BORJA",65,SOCIEDADE DEPORTIVA O PINO,1187091
"GOMES TAVARES, RAFAEL ANDRE","PAZO DURO, JAVIER",65,SOCIEDADE DEPORTIVA O PINO,1187091
"CARRIL CARREIRA, RAFAEL","FUENTES PARRA, DANIEL",72,SOCIEDADE DEPORTIVA O PINO,1187091
"PARAFITA BOQUETE, ANGEL","BALEATO DOMINGUEZ, MARCO",59,S.D. DUBRA B,1187091
"NIETO GARCIA, BRAIS","DUBRA LORENZO, ALEJANDRO",75,S.D. DUBRA B,1187091
"VÁZQUEZ FERNÁNDEZ, ROBERTO","IGLESIAS DOMINGUEZ, OSCAR",83,S.D. DUBRA B,1187091
"RODRIGUEZ LANDEIRA, SERGIO J","FORJAN GARCIA, ADRIAN",83,S.D. DUBRA B,1187091
"MARTINS TERRON, WAGNER RONALDO","TEMBRA SOUTO, SANTIAGO",51,S.D.C. RECESENDE,1187092
"NUÑEZ BARRAL, SEBASTIAN","VILAS CONSTANTINO, ADRIAN",55,S.D.C. RECESENDE,1187092
"NUÑEZ BARRAL, DAVID","NOYA GOMEZ, DANIEL",55,S.D.C. RECESENDE,1187092
"JIMÉNEZ ALBARRAN, SERGIO","ROSENDE MARTINEZ, ALEJANDRO",89,S.D.C. RECESENDE,1187092
"MARTINEZ DE SANTIAGO, DIEGO","CEBEY DE LA TORRE, MANUEL",56,TRAZO C.F.,1187092
"ARES BRENLLA, ALVARO","POSE ANTELO, ALVARO",78,TRAZO C.F.,1187092
"EZERROUGUY, MOHAMED SAID","FERREIRA PARENTE, RAUL",78,TRAZO C.F.,1187092
"CELA LOPEZ, LUIS","(90'+1) RIAL GARCIA, SEBASTIAN",0,TRAZO C.F.,1187092
"LAMAZARES CASERO, ALBERTO","CALVO DAFONTE, RAÚL",79,RODEIRO C.F.,1187093
"CANGADO VILLAMARIN, CARLOS","GARCIA VENCE, JOSE MANUEL",84,RODEIRO C.F.,1187093
"LÓPEZ GONZÁLEZ, IGNACIO","(90+1') BERNARDEZ VILAR, ALEJANDRO",0,RODEIRO C.F.,1187093
"CASTRO MOAR, BRAIS","GONZALEZ CARBALLO, ANXO",46,S.D. VILLESTRO,1187093
"PEROL SEOANE, MICHAEL","CASTRO MOAR, ADRIAN",56,S.D. VILLESTRO,1187093
"PEREZ RIO, VICTOR","ZAGATO PEREIRA, JOAO VITOR",56,S.D. VILLESTRO,1187093
"RODRIGUEZ GONZALEZ, YAGO","PAN PEREZ PUJOL, PABLO",71,S.D. VILLESTRO,1187093
"PRADO VAZQUEZ, XIAN","MOSTEIRO GARCIA, SERGIO",65,C.F. CIRE DE MELIDE,1187094
"MELLID MONTERROSO, MARTIN","POLO ABAD, ASIER",72,C.F. CIRE DE MELIDE,1187094
"PARRADO ROMERO, CARLOS","PEREIRO SANCHEZ, DAVID",72,C.F. CIRE DE MELIDE,1187094
"RODRIGUEZ RODRIGUEZ, JACOBO","VAZQUEZ RAMOS, OMAR A",77,C.F. CIRE DE MELIDE,1187094
"RENDO GUITIAN, ALEXANDRE","PICALLO CAO, GONZALO",46,C.D. SAN MAMED,1187094
"CANABAL PARADA, RUBEN","LOPEZ REY, JOSE LUIS",65,C.D. SAN MAMED,1187094
"LADO CASTRO, BRAIS","RENDO OUZANDE, XAVIER",65,C.D. SAN MAMED,1187094
"REY VAZQUEZ, MARCOS","CASAL ALVAREZ, DAVID",69,C.D. SAN MAMED,1187094
"RODRIGUEZ AREAN, ROI","PICANS REY, HUGO",63,C.F. SILLEDA,1187095
"PEÑA PENALTA, IKER","CAMBEIRO COSTA, AIRAS",63,C.F. SILLEDA,1187095
"ESPANTOSO LAMAS, JORGE","FERNÁNDEZ GARCÍA, RUBÉN",78,C.F. SILLEDA,1187095
"CASTRO DOMINGUEZ, FRANCISCO","ABONJO BOUZAS, ALEJANDRO",54,LAMELA C.F.,1187095
"GOMEZ SANTISO, ALEJANDRO","VARELA VAZQUEZ, DAVID",63,LAMELA C.F.,1187095
"RIOS ALCAIDE, JUAN MANUEL","AGUIAR RODRIGUEZ, JULIAN",63,LAMELA C.F.,1187095
"GARCIA REY, ALEJANDRO","GOMEZ SANTISO, ALEJANDRO",77,LAMELA C.F.,1187095
"SOUTO BUJAN, JULIO","JIMENEZ BERTUA, FRANCISCO J",45,S.D. CACHEIRAS,1187096
"MARTINEZ RODRIGUEZ, JOSE EMILIO","FERREIRO RODRIGUEZ, YAGO",45,S.D. CACHEIRAS,1187096
"FERNANDEZ NOGUEIRA, MANUEL","DA CONCEICAO ANTUNES, FELIPE MATHEUS",72,S.D. CACHEIRAS,1187096
"DOSUNA SOUTO, BRAIS","VAAMONDE CALVIÑO, MANUEL",82,S.D. CACHEIRAS,1187096
"GUERRERO NIEVES, FRANCISCO J","LOPEZ CANICOBA, FABIAN",66,A.C.U.D. CAMPORRAPADO,1187096
"TABOADA SEIJO, ALEJANDRO","VIEITES BOUZON, MARTIN",75,A.C.U.D. CAMPORRAPADO,1187096
"LOPEZ BREA, SANTIAGO","PEREIRAS PEREIRO, RAFAEL",85,A.C.U.D. CAMPORRAPADO,1187096
"RAMOS REY, NOEL","VEIGA ROSENDE, IAGO",85,A.C.U.D. CAMPORRAPADO,1187096
"SANMARTIN GARCIA, MARCOS","SOTO PARCERO, DANIEL",46,S.D. CRUCES,1187097
"LYAGOUBI, MOHAMED AMINE","GRANJA HERMIDA, JESUS ANTONIO",61,S.D. CRUCES,1187097
"GONZALEZ SANCHEZ, ALEJANDRO","OTERO IGLESIAS, OSCAR",66,S.D. CRUCES,1187097
"FERNANDEZ REBOREDO, JUAN","LOPEZ REY, LEO",80,S.D. CRUCES,1187097
"CANGAS COSTA, DIEGO","JACOME AMARANTE, IVAN",80,S.D. CRUCES,1187097
"FERNANDEZ PEREZ, JESUS DE BELEN","IGLESIAS QUINTEIRO, JOSE RAMON",63,C.D.BELVIS,1187097
"FARIÑAS FREIRE, OSCAR","RODRIGUEZ VILAS, BRAIS",63,C.D.BELVIS,1187097
"BALEATO DOMINGUEZ, MARCO","PARAFITA BOQUETE, ANGEL",46,S.D. DUBRA B,1187098
"RODRIGUEZ FERNANDEZ, ADRIAN","VÁZQUEZ FERNÁNDEZ, ROBERTO",46,S.D. DUBRA B,1187098
"PARAMA SUAREZ, DAVID RAFAEL","RODRIGUEZ LANDEIRA, SERGIO J",74,S.D. DUBRA B,1187098
"NIETO GARCIA, BRAIS","IGLESIAS DOMINGUEZ, OSCAR",74,S.D. DUBRA B,1187098
"VARELA MIRANDA, MATEO","FERNANDEZ GONZALEZ, IAGO JOSE",75,C.D. SPORT TEAM ESTRADA,1187098
"BARRUSO ARIAS, HUGO","CHEDAS DURAN, ALFONSO",85,C.D. SPORT TEAM ESTRADA,1187098
"GOMEZ CORA, ADRIAN","CERVIÑO CARRACEDO, ANDRES",85,C.D. SPORT TEAM ESTRADA,1187098
"ULLA COSTA, RICARDO","MIGUEZ VIDAL, DANIEL",88,C.D. SPORT TEAM ESTRADA,1187098
